type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
59,-0.017938341945409775,-0.20711062848567963,0.14150218665599823,0.24379268288612366,0.28963661193847656,-0.05773688480257988,-0.3237021267414093,0.04254923760890961,0.19789955019950867,0.02396615780889988,-0.03269147872924805,-0.014343516901135445,0.2572253346443176,0.14415769279003143,0.003423705929890275,-0.1842619776725769,-0.08008955419063568,0.20036092400550842,0.23011869192123413,0.05245839059352875,-0.08059022575616837,-0.07339600473642349,-0.06800516694784164,-0.0963972806930542,0.06935116648674011,-0.028670499101281166,-0.15637090802192688,-0.10308928042650223,0.041688159108161926,-0.02337934449315071,0.10487260669469833,-0.2881237864494324,0.20128904283046722,-0.29517701268196106,-0.3310911953449249,-0.2960924506187439,0.0007690046913921833,0.11935842782258987,0.07382974773645401,-0.14196637272834778,0.3133201003074646,0.008027764968574047,0.1300731599330902,0.12470728158950806,-0.003506189677864313,-0.25896111130714417,-0.17452213168144226,0.018119512125849724,-0.1050005629658699,-0.09676594287157059,-0.004487406928092241,0.4559558629989624,0.2614503502845764,0.1904008835554123,0.11988688260316849,-0.30219098925590515,0.4432286024093628,0.010876589454710484,0.05461719632148743,-0.029007555916905403,0.40570247173309326,0.1974703073501587,-0.20959575474262238,0.25297871232032776
60,-0.08641253411769867,0.04220600798726082,-0.003169408766552806,0.10578283667564392,0.08440369367599487,-0.19888928532600403,-0.5197585225105286,0.0026692126411944628,0.259103000164032,0.11215288937091827,0.10390975326299667,0.049551185220479965,0.09165889024734497,0.13905297219753265,-0.03085937164723873,-0.3784608542919159,-0.07043720781803131,0.09932632744312286,0.04510350152850151,-0.08096998929977417,-0.16416247189044952,-0.06559783965349197,0.16806915402412415,-0.193354994058609,0.043510183691978455,0.12437395751476288,-0.3882780969142914,-0.41807156801223755,0.11111906915903091,0.20822308957576752,-0.011650986969470978,-0.39538469910621643,0.3851308822631836,-0.007496028207242489,-0.34770235419273376,-0.20816928148269653,0.046190813183784485,0.14795011281967163,-0.006099683232605457,-0.20770598948001862,0.4873000681400299,0.03671203553676605,0.2888098955154419,0.22661390900611877,0.0063973069190979,-0.14666348695755005,-0.1591225117444992,0.08336783945560455,-0.1504308581352234,-0.09794314950704575,0.11790280789136887,0.35558515787124634,0.398222416639328,0.15223784744739532,0.05463108420372009,-0.2559407651424408,0.28778570890426636,0.16448244452476501,0.1810183972120285,0.12527023255825043,0.46785542368888855,0.09237857908010483,-0.037856560200452805,0.23911543190479279
61,-0.007043502759188414,-0.20230944454669952,0.08014106750488281,0.2729155719280243,0.45036011934280396,-0.18433420360088348,-0.3279326260089874,-0.04608121141791344,0.1532142013311386,-0.015848051756620407,0.041293349117040634,0.0957162156701088,-0.019886095076799393,-0.12025085836648941,0.10453815758228302,-0.19421222805976868,-0.18941661715507507,0.1324024349451065,0.14342965185642242,-0.08312970399856567,-0.23344232141971588,-0.2242283970117569,0.03608201444149017,-0.035991329699754715,-0.031941816210746765,0.12054026871919632,-0.07077787071466446,0.18055197596549988,-0.43478843569755554,0.3385913670063019,-0.20446503162384033,-0.43511727452278137,0.3388220965862274,-0.23045837879180908,-0.34567657113075256,-0.06642181426286697,0.2314292937517166,0.14946284890174866,0.049446091055870056,-0.007240142673254013,0.04744777828454971,-0.062104467302560806,0.06900497525930405,0.042621269822120667,-0.23934480547904968,-0.17411325871944427,-0.009647003374993801,0.32708027958869934,-0.17952553927898407,0.04740292206406593,-0.3656296730041504,0.20310166478157043,0.10936950147151947,0.22031128406524658,0.3812231719493866,0.02997574396431446,-0.1078835278749466,0.32907015085220337,0.06513652205467224,0.16220228374004364,0.21281474828720093,0.1684131920337677,-0.29001328349113464,0.20393121242523193
62,-0.06512973457574844,-0.040270812809467316,0.02095525898039341,0.14150592684745789,0.13068415224552155,-0.20919199287891388,-0.5288081765174866,0.009027738124132156,0.26314836740493774,0.09687519073486328,0.08157561719417572,0.040802933275699615,0.13082338869571686,0.13626888394355774,-0.030214525759220123,-0.38432377576828003,-0.09050703048706055,0.1354842483997345,0.08862321823835373,-0.05386202409863472,-0.16262005269527435,-0.08803690969944,0.1317705363035202,-0.18111293017864227,0.054351117461919785,0.12191988527774811,-0.39558902382850647,-0.42197173833847046,0.09562502801418304,0.1718468815088272,0.0014646850759163499,-0.4086303412914276,0.38145914673805237,-0.0730704516172409,-0.39756307005882263,-0.2517603039741516,0.03822779655456543,0.1581096351146698,0.016603853553533554,-0.20438922941684723,0.5028648376464844,0.04929672181606293,0.2927323579788208,0.2284172624349594,0.01715150475502014,-0.18459860980510712,-0.18126393854618073,0.0763537734746933,-0.15912370383739471,-0.09816642105579376,0.12693344056606293,0.39315828680992126,0.4081382751464844,0.17003819346427917,0.0854225903749466,-0.2811238169670105,0.3490280210971832,0.14122627675533295,0.17315970361232758,0.13982711732387543,0.504210889339447,0.14423729479312897,-0.07770715653896332,0.256538063287735
63,-0.007513355929404497,-0.22469203174114227,0.1035013347864151,0.29509320855140686,0.4624830186367035,-0.15797574818134308,-0.33999407291412354,-0.026505231857299805,0.13168960809707642,-0.035195715725421906,0.0431506484746933,0.09474028646945953,-0.007836484350264072,-0.09978855401277542,0.11465785652399063,-0.18103274703025818,-0.17628751695156097,0.15387777984142303,0.16314248740673065,-0.06706081330776215,-0.19784589111804962,-0.20935684442520142,0.005374227650463581,-0.025747835636138916,-0.02095705457031727,0.08078069984912872,-0.05472764000296593,0.18261849880218506,-0.4194502830505371,0.3009498715400696,-0.20083698630332947,-0.4102918803691864,0.3071560859680176,-0.24196627736091614,-0.3521173298358917,-0.09308798611164093,0.2081315964460373,0.16151566803455353,0.06908713281154633,-0.010511419735848904,0.036212462931871414,-0.05471733212471008,0.058830615133047104,0.022242121398448944,-0.23007428646087646,-0.17120802402496338,-0.014578362926840782,0.3058635890483856,-0.1685124635696411,0.027732636779546738,-0.376436710357666,0.21199974417686462,0.08139648288488388,0.24612894654273987,0.3784812092781067,-0.007298329379409552,-0.052323054522275925,0.33209288120269775,0.08272691816091537,0.1285109668970108,0.23384010791778564,0.17176136374473572,-0.29849374294281006,0.20297768712043762
64,-0.006052724551409483,-0.23356017470359802,0.09985210746526718,0.26261141896247864,0.4367973506450653,-0.1531129628419876,-0.2833527624607086,-0.04245825856924057,0.11620938032865524,-0.01994810439646244,-0.01906905695796013,0.11543714255094528,-0.014722713269293308,-0.09348919987678528,0.09094524383544922,-0.14568449556827545,-0.20583100616931915,0.1715410351753235,0.17261679470539093,-0.024075280874967575,-0.20134247839450836,-0.21847157180309296,-0.0339498370885849,-0.04977380484342575,-0.024173323065042496,0.04564971849322319,-0.019985390827059746,0.22465567290782928,-0.3932805061340332,0.27323052287101746,-0.18789735436439514,-0.4183327555656433,0.298202246427536,-0.28056028485298157,-0.309303879737854,-0.08310453593730927,0.19328010082244873,0.1439753621816635,0.0757451206445694,-0.00745633477345109,0.02376106195151806,-0.045018792152404785,0.03841755539178848,0.018443677574396133,-0.2529416084289551,-0.11430110037326813,-0.028141027316451073,0.28303200006484985,-0.18684923648834229,0.021657118573784828,-0.36950019001960754,0.24437575042247772,0.058835506439208984,0.2071557492017746,0.34996187686920166,0.04717029631137848,-0.041379936039447784,0.25294482707977295,0.0849074125289917,0.1259544938802719,0.16824465990066528,0.16344314813613892,-0.2931717336177826,0.208058163523674
65,0.18818362057209015,-0.042143505066633224,0.18527382612228394,0.6689800024032593,0.4085882306098938,-0.4478791654109955,-0.26121917366981506,-0.2612663805484772,0.02360241487622261,-0.2222519814968109,0.09192144125699997,0.10140808671712875,0.012022770009934902,-0.08091920614242554,0.08993007987737656,-0.007971899583935738,0.2204713225364685,0.02050274796783924,0.3853468596935272,0.0007867951644584537,-0.30124902725219727,0.048830296844244,-0.2590464651584625,-0.20918354392051697,0.2569449543952942,0.1284751296043396,0.12401064485311508,0.0839536041021347,-0.2612369954586029,0.17483046650886536,-0.07366154342889786,-0.4409474730491638,0.38577669858932495,-0.2393389195203781,-0.4828082323074341,0.07631084322929382,-0.1296808421611786,-0.0714612603187561,0.3633806109428406,0.03302279859781265,0.18992960453033447,-0.040929581969976425,0.4647449553012848,-0.21653416752815247,-0.24065612256526947,-0.32796671986579895,0.058957651257514954,0.36763638257980347,0.07370299100875854,0.2109622061252594,-0.2234504073858261,0.21536590158939362,0.11920589208602905,0.4536980390548706,0.33060422539711,-0.20489151775836945,0.10717222094535828,0.6024996638298035,-0.10056085139513016,0.02783088944852352,-0.011509542353451252,0.2150772213935852,-0.2633160948753357,0.41461488604545593
66,-0.020172448828816414,-0.19856348633766174,0.12836310267448425,0.25690576434135437,0.2870505154132843,-0.04918929934501648,-0.3380819261074066,0.059853147715330124,0.19305044412612915,0.02034531906247139,-0.014530465938150883,0.010165967047214508,0.2285727560520172,0.14209814369678497,0.0033350035082548857,-0.1959245353937149,-0.07884106785058975,0.24236738681793213,0.22384749352931976,0.04126802831888199,-0.07042288780212402,-0.07266560941934586,-0.06536184251308441,-0.102317675948143,0.053150348365306854,-0.04627957195043564,-0.16492699086666107,-0.10613419115543365,0.07758152484893799,-0.01338120736181736,0.08338838070631027,-0.2732110619544983,0.21809332072734833,-0.2870651185512543,-0.3291080594062805,-0.2843083143234253,-0.00037411280209198594,0.1383410394191742,0.062486644834280014,-0.15421870350837708,0.31439700722694397,0.022912221029400826,0.12392372637987137,0.10545243322849274,-0.014898987486958504,-0.24283909797668457,-0.16530698537826538,0.014936466701328754,-0.09631755203008652,-0.09901343286037445,-0.015846485272049904,0.4388743042945862,0.2657322585582733,0.20895253121852875,0.09313575178384781,-0.32975783944129944,0.45606452226638794,0.033883243799209595,0.0802229568362236,-0.02712996117770672,0.4351043701171875,0.1484752744436264,-0.23871487379074097,0.2525954842567444
67,-0.1893402487039566,-0.6226618885993958,0.26631537079811096,0.5143237709999084,0.16113053262233734,-0.019765758886933327,-0.3234483003616333,0.19770805537700653,0.292214959859848,-0.012255813926458359,-0.08435120433568954,0.07794438302516937,0.04726005345582962,-0.0688239336013794,-0.005112065933644772,0.011085540056228638,-0.5007824301719666,0.7490029335021973,-0.1222977414727211,0.2949318289756775,-0.029298145323991776,-0.45491209626197815,0.014095904305577278,-0.03957483172416687,-0.03387515991926193,-0.009916399605572224,0.05588856339454651,0.7283575534820557,0.08906690031290054,0.5421164631843567,-0.0424429215490818,-0.438595175743103,0.36874261498451233,-0.3289041221141815,-0.10013818740844727,-0.2746715843677521,0.08632417768239975,0.4677906930446625,0.011277375742793083,0.23488318920135498,-0.2361970990896225,0.20878222584724426,-0.49381572008132935,-0.15653623640537262,-0.2295357882976532,0.21976687014102936,-0.049348291009664536,0.3115910589694977,-0.06419211626052856,-0.117595374584198,-0.6014474034309387,0.22532156109809875,0.04134388640522957,0.24416865408420563,0.059838633984327316,-0.005795526318252087,0.07607288658618927,-0.016064342111349106,0.3062838315963745,-0.1863134503364563,0.276563823223114,-0.0035922324750572443,-0.07720713317394257,0.5168768763542175
68,-0.021465936675667763,-0.19213269650936127,0.12391220033168793,0.2755957543849945,0.2908552289009094,-0.013397002592682838,-0.3177003264427185,0.034322984516620636,0.20887881517410278,0.03287405148148537,-0.018411792814731598,-0.025219203904271126,0.23379500210285187,0.16707569360733032,-0.02155379205942154,-0.15719109773635864,-0.060566410422325134,0.25229141116142273,0.2430221140384674,0.05511179566383362,-0.06529079377651215,-0.08006621897220612,-0.062119483947753906,-0.09809170663356781,0.05059519782662392,-0.050765592604875565,-0.1258559226989746,-0.0526803620159626,0.060027748346328735,-0.012007895857095718,0.12962545454502106,-0.25210198760032654,0.19829517602920532,-0.2638249099254608,-0.32069456577301025,-0.2898502051830292,0.02187485434114933,0.10928808897733688,0.056215088814496994,-0.17762069404125214,0.29398640990257263,0.03523526340723038,0.10550539195537567,0.07117487490177155,-0.045212991535663605,-0.2777997851371765,-0.18140333890914917,0.0285227969288826,-0.09789296984672546,-0.0918571725487709,-0.06731899082660675,0.4544825851917267,0.2685743570327759,0.2106935828924179,0.09852433949708939,-0.3254591226577759,0.4278515577316284,0.05221548303961754,0.08155833929777145,-0.06871508061885834,0.41395702958106995,0.1526963859796524,-0.22935977578163147,0.2381822019815445
69,-0.07230348885059357,-0.018061961978673935,0.021210940554738045,0.14178466796875,0.11446701735258102,-0.223958820104599,-0.5334309935569763,0.029211562126874924,0.27774134278297424,0.09579470753669739,0.11896715313196182,0.03196440637111664,0.11997916549444199,0.10890160501003265,-0.026703089475631714,-0.3940570056438446,-0.07862884551286697,0.12165109813213348,0.0509953498840332,-0.06601828336715698,-0.17779454588890076,-0.08174479752779007,0.17206592857837677,-0.174135223031044,0.03875596448779106,0.15024138987064362,-0.4074133634567261,-0.42121919989585876,0.10047189891338348,0.21854954957962036,-0.021586688235402107,-0.41819819808006287,0.39042574167251587,-0.05082894116640091,-0.40550801157951355,-0.24303507804870605,0.03754528984427452,0.16306287050247192,0.0120039451867342,-0.1866239756345749,0.4860909879207611,0.040275316685438156,0.2925760746002197,0.2387130707502365,0.02455773763358593,-0.18607337772846222,-0.17077180743217468,0.09965191781520844,-0.14795953035354614,-0.09550114721059799,0.12893909215927124,0.36387425661087036,0.4185246527194977,0.17920304834842682,0.07972084730863571,-0.277119517326355,0.31708061695098877,0.15549509227275848,0.16984635591506958,0.13749739527702332,0.5019261240959167,0.12866716086864471,-0.060282330960035324,0.2655736804008484
70,-0.01945204846560955,-0.21855337917804718,0.10178688913583755,0.2556488513946533,0.4729851186275482,-0.14465460181236267,-0.30769598484039307,-0.04891691356897354,0.1309245526790619,-0.013663000427186489,-0.009160476736724377,0.12102951109409332,-0.022531721740961075,-0.10339484363794327,0.11292209476232529,-0.15250052511692047,-0.19636934995651245,0.1638149917125702,0.15803273022174835,-0.048954714089632034,-0.2066977471113205,-0.23270322382450104,-0.02734542451798916,-0.044586922973394394,-0.028208382427692413,0.05318346247076988,-0.03574574738740921,0.2133139669895172,-0.41536301374435425,0.2919711470603943,-0.19573965668678284,-0.4436815083026886,0.3083648979663849,-0.24199706315994263,-0.3083041310310364,-0.07012993842363358,0.19327206909656525,0.14320988953113556,0.06731868535280228,-0.002638503210619092,0.021453754976391792,-0.04728395864367485,0.05260435864329338,0.027243785560131073,-0.25893568992614746,-0.11100564152002335,-0.030697070062160492,0.3094500005245209,-0.2003186196088791,0.02119075506925583,-0.38839760422706604,0.24588839709758759,0.05723242089152336,0.21812576055526733,0.3722399175167084,0.033666227012872696,-0.05148490145802498,0.2942950427532196,0.10528851300477982,0.1292715221643448,0.18936185538768768,0.16518539190292358,-0.3018912374973297,0.23535901308059692
71,-0.10076580196619034,-0.03714858740568161,0.013393200933933258,0.11339907348155975,0.058416739106178284,-0.2106763869524002,-0.5052856802940369,0.03870963305234909,0.2805772125720978,0.08891952782869339,0.08588138967752457,0.06602052599191666,0.11908024549484253,0.12419971078634262,-0.05158665031194687,-0.3814257085323334,-0.099745973944664,0.11923868209123611,0.061549607664346695,-0.05859673023223877,-0.19774048030376434,-0.08329200744628906,0.1618870347738266,-0.19658222794532776,0.05042238160967827,0.13747848570346832,-0.3884754776954651,-0.42641720175743103,0.14606481790542603,0.19360633194446564,-0.0061103543266654015,-0.40590688586235046,0.385911226272583,-0.07155751436948776,-0.38172072172164917,-0.2390798032283783,0.04679816588759422,0.18187791109085083,-0.011372411623597145,-0.2019760012626648,0.494111031293869,0.06293026357889175,0.28776755928993225,0.23688898980617523,0.028895694762468338,-0.18193690478801727,-0.15680919587612152,0.08179832994937897,-0.13779330253601074,-0.11281512677669525,0.15820734202861786,0.35181280970573425,0.4162197709083557,0.1523057073354721,0.04371289163827896,-0.23774495720863342,0.3299644887447357,0.08942069858312607,0.1522514671087265,0.15722136199474335,0.4695950746536255,0.11681364476680756,-0.027854394167661667,0.25285765528678894
72,-0.013101140037178993,-0.1791669875383377,0.10651153326034546,0.2581455707550049,0.27914324402809143,-0.03568315505981445,-0.3605983257293701,0.04060570150613785,0.21330496668815613,0.049101490527391434,-0.0026854886673390865,-0.0011431314051151276,0.25122150778770447,0.1630181521177292,-0.008016373962163925,-0.20563797652721405,-0.06863284111022949,0.2255401313304901,0.23568356037139893,0.04930027946829796,-0.06528978794813156,-0.05348794162273407,-0.06021843105554581,-0.09445687383413315,0.07493243366479874,-0.057952944189310074,-0.18337365984916687,-0.13530947268009186,0.08448996394872665,-0.006335453595966101,0.11863601952791214,-0.2925112545490265,0.21018452942371368,-0.26103267073631287,-0.3302704393863678,-0.29474636912345886,-0.013284130021929741,0.12248031049966812,0.05082837864756584,-0.18087683618068695,0.34790247678756714,0.028770998120307922,0.13336582481861115,0.11107853800058365,-0.0028865691274404526,-0.2559375762939453,-0.1818627566099167,0.012676513753831387,-0.09900514036417007,-0.10969282686710358,0.0008906222647055984,0.48242297768592834,0.29099372029304504,0.19722062349319458,0.09653172641992569,-0.3413696885108948,0.4751051664352417,0.03511054441332817,0.11129619926214218,-0.05473381280899048,0.450096070766449,0.17041321098804474,-0.22749722003936768,0.2563956081867218
73,-0.09370929002761841,0.00769718736410141,0.0036199099849909544,0.11741478741168976,0.08516930043697357,-0.22827883064746857,-0.550624668598175,0.0168065894395113,0.29226285219192505,0.11051560938358307,0.11604180932044983,0.04527004808187485,0.0946381613612175,0.14026187360286713,-0.043423306196928024,-0.4090019762516022,-0.08519399166107178,0.08471421897411346,0.027423478662967682,-0.0846506878733635,-0.18498703837394714,-0.08206547051668167,0.18912260234355927,-0.19787490367889404,0.04357636347413063,0.1595918834209442,-0.43477797508239746,-0.45392194390296936,0.12443137168884277,0.2164330631494522,-0.009394478052854538,-0.42943325638771057,0.41138458251953125,-0.008896035142242908,-0.3868944048881531,-0.2395426630973816,0.05232349410653114,0.1667850762605667,0.000645716383587569,-0.2028130441904068,0.5145204663276672,0.05035269632935524,0.3064344823360443,0.25555291771888733,0.0233100987970829,-0.1634460985660553,-0.17506298422813416,0.10124336928129196,-0.1619715839624405,-0.08816508948802948,0.13652415573596954,0.36104363203048706,0.4226815402507782,0.1619829535484314,0.07460317760705948,-0.2612161636352539,0.3198160231113434,0.15110763907432556,0.18255272507667542,0.15426243841648102,0.5133919715881348,0.1238357275724411,-0.03293574973940849,0.2606127858161926
74,-0.228329136967659,-0.6474418640136719,0.27320730686187744,0.5222846865653992,0.2142067700624466,-0.057837944477796555,-0.32867932319641113,0.2032231241464615,0.30976998805999756,-0.03309920057654381,-0.12422063201665878,0.08903732895851135,0.08872948586940765,-0.07359883934259415,-0.03916017711162567,-0.0014666846254840493,-0.5715864896774292,0.8037350177764893,-0.1386391967535019,0.31635257601737976,-0.10182211548089981,-0.505660355091095,0.02805927023291588,-0.058705538511276245,-0.03947912156581879,0.014383560046553612,0.05939212068915367,0.730076014995575,0.05888688564300537,0.5468460321426392,-0.021768558770418167,-0.44173750281333923,0.4075101613998413,-0.35632118582725525,-0.16427281498908997,-0.2691470682621002,0.14166368544101715,0.45739465951919556,0.007823723368346691,0.2278136909008026,-0.23221999406814575,0.2295936644077301,-0.46825727820396423,-0.15557736158370972,-0.21691380441188812,0.19022932648658752,-0.07455930858850479,0.3240886926651001,-0.09379065781831741,-0.1285417526960373,-0.6316542029380798,0.26613035798072815,0.1214018166065216,0.24259065091609955,0.06513985991477966,-0.020502595230937004,0.06689401715993881,-0.06880611926317215,0.2547784149646759,-0.1477593630552292,0.2743243873119354,0.01242553349584341,-0.08408162742853165,0.5534068942070007
75,-0.029023028910160065,-0.1938627064228058,0.12255526334047318,0.2779543101787567,0.2695343494415283,-0.016438303515315056,-0.3539186120033264,0.04651641845703125,0.23669449985027313,0.042988695204257965,-0.003887604922056198,-0.010785874910652637,0.23233972489833832,0.17338716983795166,-0.02237066626548767,-0.18245859444141388,-0.05392236262559891,0.22688134014606476,0.23976142704486847,0.044776011258363724,-0.05918790400028229,-0.06168931722640991,-0.04605201259255409,-0.10094725340604782,0.06484779715538025,-0.04604489728808403,-0.1605542004108429,-0.0829666331410408,0.0847773626446724,-0.006099427584558725,0.12938469648361206,-0.276426762342453,0.21549521386623383,-0.2735396921634674,-0.3131220042705536,-0.31383833289146423,0.01651701331138611,0.14536146819591522,0.04111640527844429,-0.18853893876075745,0.3189898729324341,0.03075118362903595,0.10480514168739319,0.09908152371644974,-0.03472474589943886,-0.2674851715564728,-0.166549950838089,0.024936886504292488,-0.0886714830994606,-0.10476364940404892,-0.04097908362746239,0.47563809156417847,0.2854747772216797,0.21105708181858063,0.09667399525642395,-0.32291704416275024,0.45703697204589844,0.045764174312353134,0.1140347421169281,-0.08011750131845474,0.4413256049156189,0.1550443321466446,-0.23228073120117188,0.24796977639198303
76,-0.018824223428964615,-0.18408510088920593,0.11527412384748459,0.273610383272171,0.2985404431819916,-0.054413631558418274,-0.3625822067260742,0.04117637872695923,0.203145369887352,0.023527875542640686,-0.025935273617506027,0.006552134640514851,0.24617239832878113,0.16069862246513367,-0.019065523520112038,-0.20502668619155884,-0.08458350598812103,0.2449239194393158,0.23451445996761322,0.05695657059550285,-0.0910530835390091,-0.085861437022686,-0.06317461282014847,-0.10338220000267029,0.06711950898170471,-0.05203549936413765,-0.17766186594963074,-0.09669879823923111,0.05737985298037529,0.0008986093453131616,0.0983358696103096,-0.29042714834213257,0.22230054438114166,-0.2806375026702881,-0.35385027527809143,-0.2935636341571808,0.019893500953912735,0.12684334814548492,0.05461069196462631,-0.1720777153968811,0.324005126953125,0.03813639655709267,0.12440282106399536,0.11952139437198639,-0.0206354521214962,-0.26212960481643677,-0.17293794453144073,0.01036297157406807,-0.10781966894865036,-0.12283480912446976,-0.028461070731282234,0.4874977171421051,0.29327696561813354,0.1924930065870285,0.09620274603366852,-0.3209657073020935,0.45710885524749756,0.033822108060121536,0.09352025389671326,-0.04723547399044037,0.4295010268688202,0.1781369000673294,-0.2295660823583603,0.2517915368080139
77,-0.0040211365558207035,-0.2097225934267044,0.10280268639326096,0.278675377368927,0.4507145583629608,-0.1680072546005249,-0.32796353101730347,-0.04429619386792183,0.1262604296207428,-0.020858485251665115,0.014372028410434723,0.09997368603944778,-0.012346371077001095,-0.11347232758998871,0.10934916138648987,-0.1794496774673462,-0.1862468421459198,0.15236982703208923,0.1509099155664444,-0.062480378895998,-0.21252718567848206,-0.20471861958503723,0.004322392400354147,-0.04476654902100563,-0.006769813597202301,0.08897494524717331,-0.05646399408578873,0.18297837674617767,-0.41891300678253174,0.304345041513443,-0.1990101933479309,-0.440893292427063,0.31391510367393494,-0.2590787410736084,-0.3299517035484314,-0.06676105409860611,0.20187358558177948,0.15017180144786835,0.08066117018461227,0.00811415072530508,0.0339636355638504,-0.06125297397375107,0.061232466250658035,0.027181310579180717,-0.23038102686405182,-0.15348660945892334,-0.004783203825354576,0.29600369930267334,-0.17706121504306793,0.026366950944066048,-0.3642437160015106,0.218611478805542,0.07649949938058853,0.23120330274105072,0.383955717086792,0.015420353971421719,-0.0438116118311882,0.3156484067440033,0.0735865905880928,0.13873715698719025,0.1969260722398758,0.16576175391674042,-0.2944876253604889,0.215272918343544
78,-0.021597903221845627,-0.2377040982246399,0.0741310641169548,0.2605035901069641,0.43401238322257996,-0.16668671369552612,-0.3064250946044922,-0.020840195938944817,0.12095042318105698,-0.032632824033498764,0.01369629055261612,0.11695729941129684,-0.01754922606050968,-0.12362601608037949,0.09393326193094254,-0.1871126890182495,-0.22370833158493042,0.1950906366109848,0.13368207216262817,-0.040384888648986816,-0.20903946459293365,-0.2185511440038681,0.0206864345818758,-0.025346901267766953,-0.029536334797739983,0.07762142270803452,-0.03780779615044594,0.215860977768898,-0.4143780767917633,0.3224414587020874,-0.21938657760620117,-0.4215070605278015,0.30598947405815125,-0.2623334228992462,-0.3174087405204773,-0.07223229855298996,0.23087692260742188,0.16258393228054047,0.03471994027495384,0.019016792997717857,0.02173740230500698,-0.04094736650586128,0.017826572060585022,0.021073397248983383,-0.22792457044124603,-0.13464196026325226,-0.00024494846002198756,0.2933928072452545,-0.17228177189826965,0.0036262439098209143,-0.368009090423584,0.200425922870636,0.08127846568822861,0.20360922813415527,0.3418026268482208,0.03561345860362053,-0.08562882244586945,0.2628405690193176,0.07838605344295502,0.12966430187225342,0.17477378249168396,0.1484464854001999,-0.29138684272766113,0.19413548707962036
79,-0.02483241632580757,-0.17549623548984528,0.10963764786720276,0.26059672236442566,0.2748137414455414,-0.018396710976958275,-0.33269286155700684,0.05006817355751991,0.19883927702903748,0.03096412681043148,-0.014718979597091675,-0.0031491064000874758,0.20584732294082642,0.173292875289917,-0.019465802237391472,-0.17416538298130035,-0.046230725944042206,0.2106655240058899,0.22524085640907288,0.031605906784534454,-0.0450822189450264,-0.06511251628398895,-0.07423122972249985,-0.10894468426704407,0.05956333875656128,-0.06331990659236908,-0.1493736058473587,-0.08230938017368317,0.08354807645082474,-0.026616977527737617,0.10243929177522659,-0.2614743113517761,0.2103423774242401,-0.2453683316707611,-0.29851633310317993,-0.2745679020881653,0.006408522371202707,0.12155158072710037,0.061611358076334,-0.19202540814876556,0.307708203792572,0.03077162615954876,0.13588523864746094,0.09332509338855743,-0.0552796870470047,-0.22863462567329407,-0.16327999532222748,-0.008636480197310448,-0.0987953320145607,-0.10343503206968307,-0.04936552420258522,0.43880802392959595,0.2497970461845398,0.21221613883972168,0.0886874720454216,-0.34628066420555115,0.4729890823364258,0.053924962878227234,0.10282453149557114,-0.06543674319982529,0.4342643916606903,0.1370210349559784,-0.2509845495223999,0.2227001041173935
80,-0.07435411214828491,0.028846416622400284,0.01059561874717474,0.11486263573169708,0.09209860861301422,-0.22391918301582336,-0.5246431827545166,-0.002732632914558053,0.2616315186023712,0.11183983832597733,0.10396045446395874,0.04656054079532623,0.08170381188392639,0.1153237372636795,-0.022909505292773247,-0.38408613204956055,-0.07387908548116684,0.09809283912181854,0.02773398533463478,-0.08640693128108978,-0.16761748492717743,-0.07969341427087784,0.1539166420698166,-0.18346405029296875,0.05591224506497383,0.13592678308486938,-0.4028741121292114,-0.43501266837120056,0.10428337007761002,0.21753035485744476,-0.02458224445581436,-0.41877853870391846,0.38844648003578186,-0.026758994907140732,-0.3769858777523041,-0.208833709359169,0.029193473979830742,0.15516802668571472,0.0017376122996211052,-0.19646957516670227,0.5009464621543884,0.03481566905975342,0.2982679009437561,0.2395055741071701,0.027550363913178444,-0.15545926988124847,-0.1702413111925125,0.09214043617248535,-0.1457943469285965,-0.09435541182756424,0.14913593232631683,0.36462312936782837,0.3973653018474579,0.14784789085388184,0.06276758015155792,-0.25636452436447144,0.3032709062099457,0.17271150648593903,0.1829075962305069,0.1450193226337433,0.47498583793640137,0.1128191351890564,-0.047135502099990845,0.26428186893463135
